FREQ,Frequenza,DATA_TYPE,Indicatore,MEASURE,Misura,SEX,Sesso,AGE,Età,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2002,34,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2003,37,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2005,41,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2006,43,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2007,29,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2008,30,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2009,23,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2010,47,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2011,38,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2012,26,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2013,40,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2014,20,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2015,47,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2016,47,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2017,68,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2018,48,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2019,47,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2020,41,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2021,38,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2022,33,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2023,40,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y18-19,18-19 anni,2024,34,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2001,143,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2002,128,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2003,140,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2005,165,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2006,138,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2007,103,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2008,146,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2009,163,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2010,114,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2011,148,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2012,146,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2013,157,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2014,119,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2015,107,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2016,169,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2017,163,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2018,174,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2019,144,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2020,157,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2021,157,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2022,153,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2023,164,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y20-24,20-24 anni,2024,147,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2001,564,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2002,571,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2003,558,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2005,672,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2006,678,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2007,594,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2008,632,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2009,627,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2010,623,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2011,616,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2012,563,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2013,590,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2014,565,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2015,581,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2016,529,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2017,574,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2018,574,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2019,584,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2020,567,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2021,561,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2022,538,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2023,514,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y25-34,25-34 anni,2024,581,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2001,1019,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2002,1037,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2003,1063,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2005,1152,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2006,1178,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2007,1217,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2008,1125,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2009,1078,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2010,1126,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2011,1104,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2012,1095,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2013,1126,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2014,1041,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2015,993,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2016,1037,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2017,989,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2018,1053,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2019,1027,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2020,988,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2021,954,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2022,822,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2023,875,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y35-44,35-44 anni,2024,835,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2001,1230,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2002,1226,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2003,1241,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2005,1266,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2006,1205,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2007,1243,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2008,1249,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2009,1259,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2010,1289,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2011,1318,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2012,1266,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2013,1333,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2014,1376,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2015,1290,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2016,1274,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2017,1165,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2018,1318,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2019,1336,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2020,1377,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2021,1371,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2022,1198,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2023,1254,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y45-54,45-54 anni,2024,1233,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2001,614,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2002,639,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2003,694,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2005,775,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2006,771,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2007,750,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2008,785,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2009,751,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2010,729,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2011,782,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2012,710,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2013,746,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2014,654,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2015,712,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2016,689,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2017,689,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2018,741,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2019,676,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2020,762,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2021,754,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2022,724,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2023,754,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y55-59,55-59 anni,2024,767,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y60-64,60-64 anni,2001,631,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y60-64,60-64 anni,2002,745,,
A,Annuale,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,1,Maschi,Y60-64,60-64 anni,2003,665,,
